NUMBER     ,  H01,H02,H03,H04,H05,H06,H07,H08,H09,
1038768451 ,    A,  A,  A,  A,  A,  A,   ,  A,  A,
1039461641 ,    A,  A,	 ,   ,   ,   ,   ,   ,   ,
1036659203 ,    A,  A,	A,  A,  A,  A,   ,   ,   ,
1010157719 ,    A,  A,	A,  A,  A,  A,  A,   ,   ,
1017260561 ,    A,  A,	A,  A,  A,  A,  A,   ,   ,
1000595702 ,    A,  R,	R,  A,  A,  A,  A,   ,   ,
1001477874 ,    A,  A,	A,  A,  A,  A,   ,   ,   ,

homework_01 - Python repaso
homework_02 - Root Finding
homework_03 - Interpolation using Newton Divided Differences
homework_04 - Numerical Derivative
homework_05 - Numerical Integration
homework_06 - Monte Carlo Method
homework_07 - System of linear equations
homework_08 - Differential Equations I
homework_09 - Differential Equations II


A: approved
R: refused (see the comments and correct the homework)
-: not submitted
